"date","명절","암송아지","숫송아지","농가수취가격_600kg","지육_평균","지육_1등급","도매_등심1등급","소비자_등심1등급","year","week","wday","비고"
2026-03-02,NA,NA,NA,6699990000,187022765,19500508,NA,101210530,2026,10,"월",NA
2026-02-27,NA,NA,NA,768929000,2146780,20008273,58185946,101740400,2026,9,"금",NA
2026-02-26,NA,355443000,46672000,771898000,21547274,19735118,572394152,1021403900,2026,9,"목",NA
2026-02-25,NA,35112000,466925000,762014000,2127339,19617139,613914015,106040270,2026,9,"수",NA
2026-02-24,NA,350972000,46942000,7634317000,21312886,194781143,573765391,105770150,2026,9,"화",NA
2026-02-23,NA,358153000,469235000,7317580000,204261619,18335841,NA,1056201380,2026,9,"월",NA
2026-02-20,NA,NA,NA,NA,NA,NA,NA,1042401440,2026,8,"금",NA
2026-02-19,NA,363424000,47273000,NA,NA,NA,NA,10280011260,2026,8,"목",NA
2026-02-18,NA,36107000,473010000,NA,NA,NA,NA,9154070,2026,8,"수",NA
2026-02-17,NA,36037000,NA,NA,NA,NA,NA,916102070,2026,8,"화",NA
2026-02-16,NA,NA,NA,NA,NA,NA,NA,895401550,2026,8,"월",NA
2026-02-13,NA,NA,NA,7597144000,21209402,20324394,59381559,87990250,2026,7,"금",NA
2026-02-12,NA,NA,NA,774189000,21611250,19930253,599406165,8824015230,2026,7,"목",NA
2026-02-11,NA,357438000,47431000,7652134000,21361374,19677172,661051279,1034703530,2026,7,"수",NA
2026-02-10,NA,353619000,NA,7518124000,20987345,1950563,648264020,107000100,2026,7,"화",NA
2026-02-09,NA,NA,474219000,7394263000,20642733,19568766,608062496,1069008760,2026,7,"월",NA
2026-02-06,NA,35554000,472336000,713153000,19909146,18802150,583103804,981405780,2026,6,"금",NA
2026-02-05,NA,35515000,468711000,7184106000,20055297,18652156,621143905,1039203760,2026,6,"목",NA
2026-02-04,NA,355625000,467616000,729050000,20352139,18808202,582094267,1001601720,2026,6,"수",NA
2026-02-03,NA,NA,NA,NA,NA,NA,NA,NA,2026,6,"화",NA
2026-02-02,NA,3623000,4670000,7007000,19562,19036,60897,101960,2026,6,"월",NA
2026-01-30,NA,NA,NA,7025000,19613,18701,60217,100280,2026,5,"금",NA
2026-01-29,NA,NA,NA,7210000,20128,18963,52989,100270,2026,5,"목",NA
2026-01-28,NA,3570000,4646000,7385000,20617,19130,60318,102590,2026,5,"수",NA
2026-01-27,NA,3570000,4646000,7453000,20806,19311,58538,102380,2026,5,"화",NA
2026-01-26,NA,3551000,4652000,7191000,20075,19206,62338,102320,2026,5,"월",NA
2026-01-23,NA,NA,NA,7180000,20045,19322,62191,101670,2026,4,"금",NA
2026-01-22,NA,3537000,4647000,7491000,20914,19720,58999,102240,2026,4,"목",NA
2026-01-21,NA,3537000,4647000,7658000,21378,19932,67612,101630,2026,4,"수",NA
2026-01-20,NA,3521000,4665000,7650000,21356,19935,69301,102510,2026,4,"화",NA
2026-01-19,NA,3504000,4657000,7137000,19924,19301,63476,102060,2026,4,"월",NA
2026-01-16,NA,3480000,4673000,7432000,20748,19689,64612,99640,2026,3,"금",NA
2026-01-15,NA,3480000,4673000,7599000,21214,19863,56555,100160,2026,3,"목",NA
2026-01-14,NA,3411000,4603000,7793000,21755,20085,60425,100060,2026,3,"수",NA
2026-01-13,NA,3411000,4603000,7803000,21785,19974,55029,102060,2026,3,"화",NA
2026-01-12,NA,3432000,4598000,6495000,18131,19200,62329,102070,2026,3,"월",NA
2026-01-09,NA,3441000,4609000,7617000,21264,20186,56320,102160,2026,2,"금",NA
2026-01-08,NA,3420000,4549000,7669000,21411,19919,59272,100060,2026,2,"목",NA
2026-01-07,NA,3419000,4545000,7710000,21525,19769,59294,102280,2026,2,"수",NA
2026-01-06,NA,3419000,4541000,7614000,21257,19617,57435,103420,2026,2,"화",NA
2026-01-05,NA,3399000,4523000,6448000,18001,18183,NA,103230,2026,2,"월",NA
2026-01-02,NA,3398000,4547000,7404000,20670,19305,57490,102620,2026,1,"금",NA
2025-12-31,NA,3407000,4515000,7469000,20852,19248,59448,103320,2025,1,"수",NA
2025-12-30,NA,3654000,4512000,7409000,20684,19085,53410,104390,2025,1,"화",NA
2025-12-29,NA,3640000,4507000,5351000,14938,17558,53731,104800,2025,1,"월",NA
2025-12-26,NA,3628000,4549000,7294000,20362,18705,55331,104090,2025,52,"금",NA
2025-12-25,NA,3662000,4568000,6953000,19410,18579,NA,98730,2025,52,"목",NA
2025-12-24,NA,3681000,4571000,7185000,20058,18561,55450,98960,2025,52,"수",NA
2025-12-23,NA,3675000,4567000,7290000,20352,18452,55450,102560,2025,52,"화",NA
2025-12-22,NA,3652000,4567000,5109000,14263,17375,53778,101600,2025,52,"월",NA
2025-12-19,NA,3590000,4562000,6918000,19313,18313,53848,97860,2025,51,"금",NA
2025-12-18,NA,3410000,4562000,7177000,20036,18297,58934,97130,2025,51,"목",NA
2025-12-17,NA,3440000,4571000,7277000,20316,18453,54008,97830,2025,51,"수",NA
2025-12-16,NA,3418000,4565000,7295000,20365,18782,57285,100620,2025,51,"화",NA
2025-12-15,NA,3518000,4548000,5378000,15014,16909,58270,100460,2025,51,"월",NA
2025-12-12,NA,3517000,4536000,7082000,19770,18914,55940,93020,2025,50,"금",NA
2025-12-11,NA,3517000,4536000,7273000,20304,18928,62400,95530,2025,50,"목",NA
2025-12-10,NA,3500000,4528000,7334000,20475,18970,64240,97350,2025,50,"수",NA
2025-12-09,NA,NA,NA,7358000,20541,19220,57174,97940,2025,50,"화",NA
2025-12-08,NA,NA,NA,5823000,16256,18319,61500,97840,2025,50,"월",NA
2025-12-05,NA,3393000,4463000,7669000,21409,19153,58237,87900,2025,49,"금",NA
2025-12-04,NA,3367000,4443000,7352000,20524,19353,61398,95360,2025,49,"목",NA
2025-12-03,NA,3367000,4443000,7443000,20779,19265,59554,93500,2025,49,"수",NA
2025-12-02,NA,3355000,4447000,7356000,20537,19179,60014,95210,2025,49,"화",NA
2025-12-01,NA,3335000,4453000,6180000,17254,17885,60037,95310,2025,49,"월",NA
2025-11-28,NA,3330000,4466000,7263000,20275,19057,57006,104430,2025,48,"금",NA
2025-11-27,NA,3321000,4468000,7268000,20290,19131,63205,106550,2025,48,"목",NA
2025-11-26,NA,3343000,4472000,7246000,20230,19049,65012,104730,2025,48,"수",NA
2025-11-25,NA,3357000,4495000,7165000,20002,19018,67349,104790,2025,48,"화",NA
2025-11-24,NA,3350000,4505000,5792000,16170,16989,58242,104690,2025,48,"월",NA
2025-11-21,NA,3293000,4499000,7022000,19603,18687,64030,103700,2025,47,"금",NA
2025-11-20,NA,3293000,4520000,7158000,19982,18898,62015,103450,2025,47,"목",NA
2025-11-19,NA,3293000,4520000,7133000,19914,18770,62791,103470,2025,47,"수",NA
2025-11-18,NA,3298000,4519000,7089000,19792,18748,64888,104150,2025,47,"화",NA
2025-11-17,NA,3285000,4496000,5052000,14104,17777,62578,104280,2025,47,"월",NA
2025-11-14,NA,3274000,4514000,6841000,19099,18590,62611,103490,2025,46,"금",NA
2025-11-13,NA,3253000,4504000,7010000,19569,18990,63754,102810,2025,46,"목",NA
2025-11-12,NA,3212000,4472000,7100000,19820,18979,63458,98960,2025,46,"수",NA
2025-11-11,NA,3160000,4471000,7149000,19957,19089,64408,99530,2025,46,"화",NA
2025-11-10,NA,3173000,4489000,5584000,15589,17883,64825,99510,2025,46,"월",NA
2025-11-07,NA,3203000,4448000,7048000,19677,19004,67967,97550,2025,45,"금",NA
2025-11-06,NA,NA,NA,7086000,19781,19249,63738,96800,2025,45,"목",NA
2025-11-05,NA,3180000,4437000,7411000,20689,19316,69674,105070,2025,45,"수",NA
2025-11-04,NA,3180000,4437000,7199000,20097,19402,68796,105140,2025,45,"화",NA
2025-11-03,NA,3159000,4451000,5798000,16187,18461,66000,99700,2025,45,"월",NA
2025-10-31,NA,3180000,4460000,6901000,19266,19150,63950,85560,2025,44,"금",NA
2025-10-30,NA,3239000,4444000,7072000,19743,19226,67267,89220,2025,44,"목",NA
2025-10-29,NA,3239000,4444000,7222000,20161,19372,62233,101590,2025,44,"수",NA
2025-10-28,NA,3228000,4458000,7289000,20349,19337,66349,104930,2025,44,"화",NA
2025-10-27,NA,3236000,4518000,6250000,17448,18085,NA,105030,2025,44,"월",NA
2025-10-24,NA,NA,NA,7156000,19979,19288,65656,104380,2025,43,"금",NA
2025-10-23,NA,3217000,4481000,7262000,20273,19411,74404,104070,2025,43,"목",NA
2025-10-22,NA,3217000,4481000,7428000,20738,19442,64197,96050,2025,43,"수",NA
2025-10-21,NA,3264000,4524000,7393000,20639,19428,65438,96090,2025,43,"화",NA
2025-10-20,NA,3266000,4514000,5776000,16124,18991,65679,96170,2025,43,"월",NA
2025-10-17,NA,NA,NA,7457000,20818,19520,67754,101900,2025,42,"금",NA
2025-10-16,NA,NA,NA,7521000,20997,19337,65666,102030,2025,42,"목",NA
2025-10-15,NA,3337000,4527000,7426000,20732,19276,69652,102460,2025,42,"수",NA
2025-10-14,NA,3337000,4527000,7407000,20679,18950,62622,102110,2025,42,"화",NA
2025-10-13,NA,3345000,4533000,7286000,20340,17603,69006,101500,2025,42,"월",NA
2025-10-02,NA,NA,NA,7424000,20726,18830,72550,101480,2025,40,"목",NA
2025-10-01,NA,3438000,4781000,7285000,20339,18984,72355,105200,2025,40,"수",NA
2025-09-30,NA,3438000,4781000,7211000,20130,18869,71820,105090,2025,40,"화",NA
2025-09-29,NA,3437000,4771000,7199000,20097,18946,70386,101140,2025,40,"월",NA
2025-09-26,NA,3457000,4773000,6847000,19116,18288,70056,98740,2025,39,"금",NA
2025-09-25,NA,3457000,4780000,7024000,19608,18145,69970,101120,2025,39,"목",NA
2025-09-24,NA,3430000,4715000,7055000,19696,18415,69225,109500,2025,39,"수",NA
2025-09-23,NA,3418000,4737000,7055000,19697,18514,67827,109540,2025,39,"화",NA
2025-09-22,NA,3466000,4785000,6476000,18078,18457,67960,109540,2025,39,"월",NA
2025-09-19,NA,3460000,4782000,6844000,19107,18269,71105,102140,2025,38,"금",NA
2025-09-18,NA,NA,NA,7030000,19627,18646,69972,102660,2025,38,"목",NA
2025-09-17,NA,3489000,4784000,7284000,20336,19083,73969,100340,2025,38,"수",NA
2025-09-16,NA,3489000,4784000,7259000,20264,19027,72037,100930,2025,38,"화",NA
2025-09-15,NA,3507000,4740000,6705000,18719,18808,74388,100970,2025,38,"월",NA
2025-09-12,NA,NA,NA,6960000,19431,18851,68451,100840,2025,37,"금",NA
2025-09-11,NA,NA,NA,7157000,19980,19136,70961,99600,2025,37,"목",NA
2025-09-10,NA,3345000,4564000,7386000,20621,19490,68692,96500,2025,37,"수",NA
2025-09-09,NA,3345000,4564000,7351000,20523,19563,70124,96440,2025,37,"화",NA
2025-09-08,NA,3336000,4566000,6832000,19073,18866,64690,96030,2025,37,"월",NA
2025-09-05,NA,3320000,4538000,7022000,19603,19345,66969,90820,2025,36,"금",NA
2025-09-04,NA,3239000,4499000,7217000,20147,19618,66531,90090,2025,36,"목",NA
2025-09-03,NA,3239000,4499000,7314000,20419,19433,61602,93670,2025,36,"수",NA
2025-09-02,NA,3235000,4497000,7235000,20197,19192,58392,93510,2025,36,"화",NA
2025-09-01,NA,3234000,4472000,6274000,17514,18179,58302,93510,2025,36,"월",NA
2025-08-29,NA,3219000,4449000,6865000,19166,18939,60211,91410,2025,35,"금",NA
2025-08-28,NA,3182000,4409000,6980000,19486,18924,58705,97950,2025,35,"목",NA
2025-08-27,NA,3182000,4409000,7031000,19630,18895,60387,98050,2025,35,"수",NA
2025-08-26,NA,3142000,4430000,7031000,19630,18671,62623,97970,2025,35,"화",NA
2025-08-25,NA,3200000,4453000,5786000,16153,17745,57768,98360,2025,35,"월",NA
2025-08-22,NA,3183000,4441000,6900000,19263,18694,59098,98410,2025,34,"금",NA
2025-08-21,NA,3171000,4406000,6857000,19144,18483,58638,97160,2025,34,"목",NA
2025-08-20,NA,3165000,4394000,6863000,19160,18308,60039,97120,2025,34,"수",NA
2025-08-19,NA,3184000,4394000,6828000,19062,18049,58321,97390,2025,34,"화",NA
2025-08-18,NA,3174000,4357000,5949000,16609,17028,59603,97300,2025,34,"월",NA
2025-08-14,NA,NA,NA,6544000,18269,17782,61886,97120,2025,33,"목",NA
2025-08-13,NA,3007000,4240000,6905000,19278,18293,62763,96820,2025,33,"수",NA
2025-08-12,NA,3007000,4240000,6930000,19348,18133,61042,96730,2025,33,"화",NA
2025-08-11,NA,2980000,4217000,5521000,15414,17081,60994,96760,2025,33,"월",NA
2025-08-08,NA,2953000,4196000,6758000,18866,17968,59600,96630,2025,32,"금",NA
2025-08-07,NA,2877000,4115000,6814000,19023,17949,62098,96140,2025,32,"목",NA
2025-08-06,NA,2877000,4115000,6716000,18748,17902,62092,96660,2025,32,"수",NA
2025-08-05,NA,2911000,4116000,6699000,18701,17810,59887,96840,2025,32,"화",NA
2025-08-04,NA,2945000,4161000,5069000,14151,14177,NA,96930,2025,32,"월",NA
2025-08-01,NA,2951000,4178000,6565000,18328,17765,56679,83060,2025,31,"금",NA
2025-07-31,NA,2951000,4178000,6602000,18431,17788,56679,88100,2025,31,"목",NA
2025-07-30,NA,2944000,4172000,6554000,18298,17584,55526,98580,2025,31,"수",NA
2025-07-29,NA,2934000,4202000,6548000,18281,17516,NA,99140,2025,31,"화",NA
2025-07-28,NA,2938000,4195000,5124000,14305,15958,NA,99050,2025,31,"월",NA
2025-07-25,NA,3064000,4178000,6460000,18036,17374,52166,93180,2025,30,"금",NA
2025-07-24,NA,3092000,4192000,6418000,17918,17470,53651,92040,2025,30,"목",NA
2025-07-23,NA,3104000,4152000,6495000,18132,17468,56008,92020,2025,30,"수",NA
2025-07-22,NA,3097000,4148000,6495000,18133,17377,53112,92000,2025,30,"화",NA
2025-07-21,NA,3083000,4155000,4975000,13890,15820,NA,91430,2025,30,"월",NA
2025-07-18,NA,NA,NA,6498000,18141,17453,53743,85540,2025,29,"금",NA
2025-07-17,NA,2936000,4132000,6453000,18014,17435,49817,92330,2025,29,"목",NA
2025-07-16,NA,2936000,4132000,6532000,18236,17337,54596,92800,2025,29,"수",NA
2025-07-15,NA,2915000,4139000,6545000,18273,17310,52637,93280,2025,29,"화",NA
2025-07-14,NA,2895000,4114000,5582000,15584,16144,NA,93350,2025,29,"월",NA
2025-07-11,NA,NA,NA,6599000,18423,17456,52856,93660,2025,28,"금",NA
2025-07-10,NA,2893000,4052000,6429000,17947,17135,50672,92940,2025,28,"목",NA
2025-07-09,NA,2893000,4052000,6470000,18063,17106,47136,96200,2025,28,"수",NA
2025-07-08,NA,2909000,4070000,6469000,18059,16947,NA,96280,2025,28,"화",NA
2025-07-07,NA,2920000,4114000,4690000,13094,16775,NA,96140,2025,28,"월",NA
2025-07-04,NA,2939000,4074000,6178000,17246,16817,48299,96570,2025,27,"금",NA
2025-07-03,NA,2939000,4074000,6386000,17827,16753,50221,98580,2025,27,"목",NA
2025-07-02,NA,2931000,4078000,6313000,17624,16717,50796,87560,2025,27,"수",NA
2025-07-01,NA,2926000,4072000,6161000,17201,16466,47270,87770,2025,27,"화",NA
2025-06-30,NA,2886000,4090000,4999000,13955,15037,48096,87350,2025,27,"월",NA
2025-06-27,NA,2861000,4099000,5856000,16349,16093,48827,87870,2025,26,"금",NA
2025-06-26,NA,2840000,4030000,6091000,17005,16280,47498,97180,2025,26,"목",NA
2025-06-25,NA,2840000,4030000,6181000,17255,16435,49337,91720,2025,26,"수",NA
2025-06-24,NA,2836000,4019000,6139000,17139,16323,48407,91460,2025,26,"화",NA
2025-06-23,NA,2886000,4043000,5027000,14034,14946,43490,91690,2025,26,"월",NA
2025-06-20,NA,NA,NA,6050000,16889,16172,48000,90810,2025,25,"금",NA
2025-06-19,NA,NA,NA,6116000,17073,16499,49372,90470,2025,25,"목",NA
2025-06-18,NA,2836000,4034000,6238000,17416,16307,51275,90090,2025,25,"수",NA
2025-06-17,NA,2836000,4034000,6211000,17339,16311,44079,90100,2025,25,"화",NA
2025-06-16,NA,2923000,3964000,4831000,13486,15560,NA,90780,2025,25,"월",NA
2025-06-13,NA,2915000,3952000,6235000,17406,16377,50491,85540,2025,24,"금",NA
2025-06-12,NA,2911000,3964000,6202000,17313,16316,48465,91580,2025,24,"목",NA
2025-06-11,NA,2910000,3949000,6297000,17579,16272,47725,94540,2025,24,"수",NA
2025-06-10,NA,2947000,3925000,6269000,17501,16294,47924,93900,2025,24,"화",NA
2025-06-09,NA,2749000,3948000,5205000,14530,15594,47856,93710,2025,24,"월",NA
2025-06-06,NA,2755000,3928000,6409000,17893,16478,47856,93030,2025,23,"금",NA
2025-06-05,NA,NA,NA,6256000,17465,16336,48646,92850,2025,23,"목",NA
2025-06-04,NA,2747000,3881000,6340000,17699,16413,50620,88810,2025,23,"수",NA
2025-06-03,NA,2747000,3881000,NA,NA,NA,NA,88510,2025,23,"화",NA
2025-06-02,NA,2764000,3860000,4792000,13378,15232,48860,88450,2025,23,"월",NA
2025-05-30,NA,2753000,3874000,6014000,16790,15938,48860,88950,2025,22,"금",NA
2025-05-29,NA,2766000,3857000,6218000,17359,16285,51453,88870,2025,22,"목",NA
2025-05-28,NA,2766000,3857000,6178000,17246,16152,47503,90560,2025,22,"수",NA
2025-05-27,NA,2791000,3882000,6199000,17306,16223,47837,90670,2025,22,"화",NA
2025-05-26,NA,2843000,3906000,4845000,13526,14440,NA,91010,2025,22,"월",NA
2025-05-23,NA,2800000,3892000,6080000,16973,15937,48643,91670,2025,21,"금",NA
2025-05-22,NA,2800000,3892000,6051000,16893,15926,47395,97450,2025,21,"목",NA
2025-05-21,NA,2779000,3892000,6070000,16945,15835,49452,93580,2025,21,"수",NA
2025-05-20,NA,2781000,3900000,6139000,17138,15969,48127,93390,2025,21,"화",NA
2025-05-19,NA,2798000,3903000,5568000,15545,15636,47000,92950,2025,21,"월",NA
2025-05-16,NA,2802000,3490000,5914000,16511,15573,49186,92660,2025,20,"금",NA
2025-05-15,NA,2810000,3886000,6085000,16988,16064,49380,89750,2025,20,"목",NA
2025-05-14,NA,2757000,3873000,6171000,17227,16019,50101,94530,2025,20,"수",NA
2025-05-13,NA,2757000,3881000,6190000,17280,16113,48590,94730,2025,20,"화",NA
2025-05-12,NA,2761000,3876000,4697000,13112,16300,NA,94510,2025,20,"월",NA
2025-05-09,NA,2758000,3857000,6170000,17224,16229,48894,95140,2025,19,"금",NA
2025-05-08,NA,2781000,3832000,6116000,17074,16091,46968,94330,2025,19,"목",NA
2025-05-07,NA,2796000,3842000,6066000,16934,16007,48693,94070,2025,19,"수",NA
2025-05-06,NA,2781000,3853000,5870000,16387,15673,NA,84610,2025,19,"화",NA
2025-05-05,NA,2843000,3887000,4375000,12214,14000,NA,84650,2025,19,"월",NA
2025-05-02,NA,NA,NA,5766000,16097,15385,46937,84660,2025,18,"금",NA
2025-05-01,NA,NA,NA,5794000,16174,15350,47545,96690,2025,18,"목",NA
2025-04-30,NA,2832000,3812000,6039000,16860,15936,48795,91820,2025,18,"수",NA
2025-04-29,NA,2832000,3812000,6130000,17113,16138,49674,91400,2025,18,"화",NA
2025-04-28,NA,2834000,3811000,4953000,13827,14358,54492,91120,2025,18,"월",NA
2025-04-25,NA,2838000,3817000,5739000,16021,15800,54492,91720,2025,17,"금",NA
2025-04-24,NA,2734000,3733000,6011000,16780,15944,49387,88460,2025,17,"목",NA
2025-04-23,NA,2734000,3733000,6205000,17324,16188,46056,88400,2025,17,"수",NA
2025-04-22,NA,2737000,3731000,6253000,17458,16259,46556,88370,2025,17,"화",NA
2025-04-21,NA,2678000,3722000,4463000,12459,15409,45561,88120,2025,17,"월",NA
2025-04-18,NA,2672000,3702000,5872000,16392,16082,49159,88560,2025,16,"금",NA
2025-04-17,NA,NA,NA,6169000,17223,16361,47814,96620,2025,16,"목",NA
2025-04-16,NA,2637000,3704000,6272000,17509,16485,47814,88600,2025,16,"수",NA
2025-04-15,NA,2637000,3704000,6276000,17520,16475,49080,88740,2025,16,"화",NA
2025-04-14,NA,2658000,3704000,5235000,14615,15209,NA,88990,2025,16,"월",NA
2025-04-11,NA,2284000,3186000,6159000,17194,16724,48432,89640,2025,15,"금",NA
2025-04-10,NA,NA,NA,6124000,17097,16450,48432,90000,2025,15,"목",NA
2025-04-09,NA,2500000,3674000,6278000,17526,16486,48035,97800,2025,15,"수",NA
2025-04-08,NA,2500000,3674000,6280000,17532,16582,45194,97620,2025,15,"화",NA
2025-04-07,NA,2503000,3650000,4974000,13886,15251,55115,97760,2025,15,"월",NA
2025-04-04,NA,2496000,3635000,6155000,17184,16655,55115,87200,2025,14,"금",NA
2025-04-03,NA,2459000,3604000,6167000,17218,16481,52323,97970,2025,14,"목",NA
2025-04-02,NA,2457000,3602000,6198000,17303,16464,47058,92370,2025,14,"수",NA
2025-04-01,NA,2457000,3598000,6173000,17234,16356,54288,91940,2025,14,"화",NA
2025-03-31,NA,2448000,3609000,5040000,14069,15134,NA,85890,2025,14,"월",NA
2025-03-28,NA,2462000,3605000,5886000,16432,16307,45383,86650,2025,13,"금",NA
2025-03-27,NA,2465000,3552000,6044000,16872,16236,45383,99050,2025,13,"목",NA
2025-03-26,NA,2456000,3546000,6096000,17018,16242,47143,98660,2025,13,"수",NA
2025-03-25,NA,2472000,3605000,6130000,17112,16242,NA,98810,2025,13,"화",NA
2025-03-24,NA,2537000,3621000,4921000,13739,15629,NA,98410,2025,13,"월",NA
2025-03-21,NA,2644000,3575000,5840000,16303,16185,52465,92950,2025,12,"금",NA
2025-03-20,NA,2663000,3557000,6084000,16984,16151,52465,98490,2025,12,"목",NA
2025-03-19,NA,2665000,3555000,6157000,17188,16366,44512,94030,2025,12,"수",NA
2025-03-18,NA,2653000,3561000,6149000,17165,16343,NA,98500,2025,12,"화",NA
2025-03-17,NA,2648000,3551000,5448000,15210,15052,NA,98050,2025,12,"월",NA
2025-03-14,NA,2634000,3570000,5786000,16152,16241,51276,86960,2025,11,"금",NA
2025-03-13,NA,2634000,3574000,6046000,16878,16268,43723,98380,2025,11,"목",NA
2025-03-12,NA,2635000,3562000,6089000,16999,16298,48189,99150,2025,11,"수",NA
2025-03-11,NA,2879000,3534000,6139000,17139,16226,44607,98890,2025,11,"화",NA
2025-03-10,NA,2752000,3570000,4882000,13628,14463,44875,99310,2025,11,"월",NA
2025-03-07,NA,2778000,3571000,6091000,17004,16319,48323,92290,2025,10,"금",NA
2025-03-06,NA,NA,NA,6249000,17446,16397,46872,97340,2025,10,"목",NA
2025-03-05,NA,2888000,3555000,6223000,17372,16245,46872,83270,2025,10,"수",NA
2025-03-04,NA,2888000,3555000,6094000,17014,16094,57056,83400,2025,10,"화",NA
2025-03-03,NA,2880000,3543000,4979000,13899,15287,NA,83260,2025,10,"월",NA
2025-02-28,NA,NA,NA,5808000,16214,15927,42633,83740,2025,9,"금",NA
2025-02-27,NA,NA,NA,5994000,16735,16033,42633,95440,2025,9,"목",NA
2025-02-26,NA,2730000,3551000,6063000,16927,16152,51251,95950,2025,9,"수",NA
2025-02-25,NA,2735000,3569000,6131000,17115,16210,48038,95800,2025,9,"화",NA
2025-02-24,NA,2714000,3610000,5057000,14117,14798,53679,95800,2025,9,"월",NA
2025-02-21,NA,2668000,3624000,6025000,16821,15771,53679,95680,2025,8,"금",NA
2025-02-20,NA,2540000,3635000,6190000,17280,16119,47595,101260,2025,8,"목",NA
2025-02-19,NA,2535000,3643000,6204000,17319,16247,52311,89960,2025,8,"수",NA
2025-02-18,NA,2544000,3636000,6261000,17479,16317,NA,89860,2025,8,"화",NA
2025-02-17,NA,2528000,3614000,5212000,14550,15112,NA,91460,2025,8,"월",NA
2025-02-14,NA,2537000,3615000,6240000,17420,16382,NA,88750,2025,7,"금",NA
2025-02-13,NA,2521000,3595000,6294000,17571,16454,NA,94490,2025,7,"목",NA
2025-02-12,NA,2499000,3558000,6343000,17708,16353,55386,97300,2025,7,"수",NA
2025-02-11,NA,2482000,3565000,6385000,17825,16229,57132,97590,2025,7,"화",NA
2025-02-10,NA,2495000,3578000,4932000,13769,14751,55169,97560,2025,7,"월",NA
2025-02-07,NA,2526000,3600000,6232000,17397,16268,55169,100070,2025,6,"금",NA
2025-02-06,NA,NA,NA,6517000,18193,16296,53278,99940,2025,6,"목",NA
2025-02-05,NA,2550000,3641000,6209000,17333,15834,53053,95000,2025,6,"수",NA
2025-02-04,NA,2573000,3663000,6223000,17373,15660,51655,94910,2025,6,"화",NA
2025-02-03,NA,2635000,3641000,6308000,17609,14891,50000,93030,2025,6,"월",NA
2025-01-24,NA,NA,NA,5926000,16545,14927,59772,91850,2025,4,"금",NA
2025-01-23,NA,2521000,3635000,5978000,16688,15156,56122,93510,2025,4,"목",NA
2025-01-22,NA,2521000,3635000,5988000,16716,15020,59927,90830,2025,4,"수",NA
2025-01-21,NA,2542000,3650000,5964000,16649,14841,56260,91170,2025,4,"화",NA
2025-01-20,NA,2524000,3628000,5680000,15858,14853,54657,86520,2025,4,"월",NA
2025-01-17,NA,NA,NA,5998000,16745,15295,61856,86930,2025,3,"금",NA
2025-01-16,NA,NA,NA,6285000,17546,15988,63398,100940,2025,3,"목",NA
2025-01-15,NA,2523000,3469000,6487000,18111,16518,59116,98770,2025,3,"수",NA
2025-01-14,NA,2523000,3469000,6528000,18225,16693,60299,98990,2025,3,"화",NA
2025-01-13,NA,2524000,3475000,6178000,17248,16599,59803,98320,2025,3,"월",NA
2025-01-10,NA,2534000,3471000,6426000,17939,16914,60662,93930,2025,2,"금",NA
2025-01-09,NA,2494000,3626000,6683000,18658,17391,61554,100170,2025,2,"목",NA
2025-01-08,NA,2494000,3626000,6750000,18843,17374,58119,94890,2025,2,"수",NA
2025-01-07,NA,2491000,3610000,6660000,18592,17110,57469,95080,2025,2,"화",NA
2025-01-06,NA,2486000,3589000,6351000,17730,16859,56106,94800,2025,2,"월",NA
2025-01-03,NA,2474000,3578000,6251000,17450,16776,59286,94690,2025,1,"금",NA
2025-01-02,NA,2453000,3542000,6430000,17952,16710,59069,95120,2025,1,"목",NA
2025-01-01,NA,2453000,3542000,6507000,18166,16633,58975,95960,2025,1,"수",NA
2024-12-31,NA,2442000,3542000,6417000,17915,16700,56229,95800,2024,1,"화",NA
2024-12-30,NA,2427000,3531000,6109000,17054,16370,56808,95670,2024,1,"월",NA
2024-12-27,NA,2411000,3578000,6166000,17215,16284,56086,101320,2024,52,"금",NA
2024-12-26,NA,2411000,3578000,6346000,17717,16393,55341,93140,2024,52,"목",NA
2024-12-25,NA,2426000,3583000,6151000,17172,15891,55717,86770,2024,52,"수",NA
2024-12-24,NA,2424000,3589000,6460000,18034,16489,55717,86590,2024,52,"화",NA
2024-12-23,NA,2428000,3605000,5631000,15719,16006,53255,86600,2024,52,"월",NA
2024-12-20,NA,2432000,3604000,6109000,17056,16159,53840,87330,2024,51,"금",NA
2024-12-19,NA,2468000,3635000,6377000,17803,16503,55263,99930,2024,51,"목",NA
2024-12-18,NA,2472000,3657000,6525000,18217,16693,56824,99890,2024,51,"수",NA
2024-12-17,NA,2484000,3663000,6486000,18108,16558,51518,99320,2024,51,"화",NA
2024-12-16,NA,2469000,3646000,5403000,15083,15742,55609,95790,2024,51,"월",NA
2024-12-13,NA,2460000,3679000,6117000,17078,16227,53348,97040,2024,50,"금",NA
2024-12-12,NA,2445000,3637000,6404000,17877,16643,57504,100250,2024,50,"목",NA
2024-12-11,NA,2429000,3626000,6541000,18262,16854,52757,85580,2024,50,"수",NA
2024-12-10,NA,2407000,3643000,6558000,18309,16902,52692,85610,2024,50,"화",NA
2024-12-09,NA,2425000,3660000,5362000,14969,16565,NA,85740,2024,50,"월",NA
2024-12-06,NA,2442000,3697000,6297000,17579,16899,56807,84490,2024,49,"금",NA
