"date","명절","암송아지","숫송아지","농가수취가격_600kg","지육_평균","지육_1등급","도매_등심1등급","소비자_등심1등급","year","week","wday","비고"
2019-02-07,NA,3135000,3631000,6269000,17502,17780,57104,81985,2019,6,"목",NA
2019-02-05,"설날",NA,NA,NA,NA,NA,NA,NA,2019,6,"화",NA
2019-02-01,NA,3135000,3631000,6269000,17502,17780,57104,80015,2019,5,"금",NA
2019-01-31,NA,3144000,3623000,6471000,18064,17803,59338,79467,2019,5,"목",NA
2019-01-30,NA,3027000,3690000,6549000,18283,18125,56070,82194,2019,5,"수",NA
2019-01-29,NA,3026000,3709000,6406000,17883,17905,55358,83779,2019,5,"화",NA
2019-01-28,NA,3137000,3606000,6119000,17082,17518,53655,83388,2019,5,"월",NA
2019-01-25,NA,3111000,3675000,5879000,16412,16826,52488,82889,2019,4,"금",NA
2019-01-24,NA,3116000,3666000,6035000,16847,16902,52062,83091,2019,4,"목",NA
2019-01-23,NA,3108000,3670000,6090000,17002,16978,52528,82712,2019,4,"수",NA
2019-01-22,NA,3064000,3686000,6111000,17061,17057,51479,82712,2019,4,"화",NA
2019-01-21,NA,3088000,3682000,5926000,16544,16853,51537,82060,2019,4,"월",NA
2019-01-18,NA,3056000,3749000,6199000,17305,17310,51632,82231,2019,3,"금",NA
2019-01-17,NA,3059000,3759000,6426000,17939,17787,51891,82174,2019,3,"목",NA
2019-01-16,NA,3077000,3793000,6452000,18011,17920,51828,81400,2019,3,"수",NA
2019-01-15,NA,3132000,3650000,6461000,18038,17792,50933,80088,2019,3,"화",NA
2019-01-14,NA,3115000,3646000,6259000,17474,17543,52249,80061,2019,3,"월",NA
2019-01-11,NA,3112000,3641000,6454000,18019,17947,52047,79735,2019,2,"금",NA
2019-01-10,NA,3114000,3644000,6689000,18675,18323,50694,79882,2019,2,"목",NA
2019-01-09,NA,3036000,3620000,6714000,18743,18362,50520,77676,2019,2,"수",NA
2019-01-08,NA,3035000,3596000,6687000,18668,18202,50395,78215,2019,2,"화",NA
2019-01-07,NA,3007000,3615000,6311000,17619,18111,50458,78215,2019,2,"월",NA
2019-01-04,NA,3115000,3612000,6587000,18388,18106,50100,78215,2019,1,"금",NA
2019-01-03,NA,3099000,3582000,6554000,18296,17913,51450,78215,2019,1,"목",NA
2019-01-02,NA,3115000,3595000,6475000,18076,17595,52196,81074,2019,1,"수",NA
2018-12-31,NA,3084000,3475000,6097000,17020,17529,52527,80827,2018,1,"월",NA
2018-12-28,NA,2989000,3445000,6175000,17239,17051,50932,79858,2018,52,"금",NA
2018-12-27,NA,3035000,3458000,6195000,17296,16951,50045,78585,2018,52,"목",NA
2018-12-26,NA,3013000,3496000,6089000,16999,16541,47593,79637,2018,52,"수",NA
2018-12-24,NA,2959000,3470000,5695000,15899,15876,49488,79666,2018,52,"월",NA
2018-12-21,NA,3028000,3549000,5780000,16136,16219,49824,79666,2018,51,"금",NA
2018-12-20,NA,3029000,3542000,6037000,16854,16606,50026,81637,2018,51,"목",NA
2018-12-19,NA,3030000,3558000,6108000,17053,16602,49298,82161,2018,51,"수",NA
2018-12-18,NA,3040000,3514000,6211000,17340,16921,50006,81730,2018,51,"화",NA
2018-12-17,NA,3043000,3527000,5642000,15751,16483,49604,82944,2018,51,"월",NA
2018-12-14,NA,3034000,3537000,6079000,16972,16612,50911,82944,2018,50,"금",NA
2018-12-13,NA,3045000,3545000,6208000,17332,17106,51952,83356,2018,50,"목",NA
2018-12-12,NA,3046000,3550000,6335000,17687,17425,52890,85072,2018,50,"수",NA
2018-12-11,NA,3073000,3570000,6405000,17881,17658,52758,85072,2018,50,"화",NA
2018-12-10,NA,3102000,3552000,5942000,16589,17413,52864,85072,2018,50,"월",NA
2018-12-07,NA,3088000,3583000,6246000,17436,17234,48901,84915,2018,49,"금",NA
2018-12-06,NA,3124000,3474000,6393000,17848,17449,49932,84915,2018,49,"목",NA
2018-12-05,NA,3173000,3689000,6397000,17859,17566,49063,88191,2018,49,"수",NA
2018-12-04,NA,3171000,3724000,6460000,18034,17723,49522,88191,2018,49,"화",NA
2018-12-03,NA,3191000,3727000,5941000,16585,17155,50773,87763,2018,49,"월",NA
2018-11-30,NA,3172000,3740000,6304000,17600,17630,50616,87582,2018,48,"금",NA
2018-11-29,NA,3162000,3721000,6368000,17778,17692,49748,87582,2018,48,"목",NA
2018-11-28,NA,3161000,3722000,6313000,17623,17621,49190,87651,2018,48,"수",NA
2018-11-27,NA,3155000,3740000,6338000,17693,17729,49916,85166,2018,48,"화",NA
2018-11-26,NA,3200000,3800000,5094000,14222,16713,51928,85166,2018,48,"월",NA
2018-11-23,NA,3154000,3804000,6102000,17036,17532,52886,85439,2018,47,"금",NA
2018-11-22,NA,3155000,3825000,6256000,17466,17448,48128,85154,2018,47,"목",NA
2018-11-21,NA,3232000,3861000,6265000,17490,17368,49409,80739,2018,47,"수",NA
2018-11-20,NA,3237000,3861000,6272000,17509,17426,49348,81106,2018,47,"화",NA
2018-11-19,NA,3240000,3869000,5955000,16624,16374,48748,80018,2018,47,"월",NA
2018-11-16,NA,3246000,3875000,6092000,17006,17213,51235,80429,2018,46,"금",NA
2018-11-15,NA,3250000,3867000,6157000,17189,17213,52825,80341,2018,46,"목",NA
2018-11-14,NA,3232000,3850000,6271000,17508,17541,51815,83264,2018,46,"수",NA
2018-11-13,NA,3237000,3835000,6377000,17802,17862,51489,83264,2018,46,"화",NA
2018-11-12,NA,3240000,3833000,5922000,16533,17504,54987,83609,2018,46,"월",NA
2018-11-09,NA,3181000,3811000,6345000,17714,17983,52325,82870,2018,45,"금",NA
2018-11-08,NA,3163000,3863000,6421000,17927,18027,53593,83688,2018,45,"목",NA
2018-11-07,NA,3139000,3824000,6452000,18013,18111,53393,85525,2018,45,"수",NA
2018-11-06,NA,3107000,3749000,6534000,18242,18259,57138,85397,2018,45,"화",NA
2018-11-05,NA,3135000,3737000,6300000,17588,17724,57752,84911,2018,45,"월",NA
2018-11-02,NA,3144000,3736000,6368000,17779,18647,57039,83562,2018,44,"금",NA
2018-11-01,NA,3339000,3743000,6404000,17878,18191,55227,83367,2018,44,"목",NA
2018-10-31,NA,3348000,3766000,6293000,17568,17787,55325,84444,2018,44,"수",NA
2018-10-30,NA,3113000,3735000,6263000,17484,17792,52331,85270,2018,44,"화",NA
2018-10-29,NA,3121000,3716000,5760000,16080,17216,53870,85270,2018,44,"월",NA
2018-10-26,NA,3185000,3809000,6115000,17072,17668,53870,85118,2018,43,"금",NA
2018-10-25,NA,3205000,3818000,6123000,17095,17751,56247,85118,2018,43,"목",NA
2018-10-24,NA,3200000,3845000,6189000,17277,17677,54372,86250,2018,43,"수",NA
2018-10-23,NA,3172000,3851000,6326000,17661,17925,55974,85887,2018,43,"화",NA
2018-10-22,NA,3190000,3882000,5828000,16269,17060,54702,85887,2018,43,"월",NA
2018-10-19,NA,3228000,3990000,6158000,17192,17999,56799,84583,2018,42,"금",NA
2018-10-18,NA,3241000,4006000,6266000,17494,18027,54047,84293,2018,42,"목",NA
2018-10-17,NA,3236000,4007000,6551000,18290,18280,56777,82950,2018,42,"수",NA
2018-10-16,NA,3240000,4012000,6482000,18096,18379,57573,83569,2018,42,"화",NA
2018-10-15,NA,3243000,4021000,6064000,16929,17194,56567,83569,2018,42,"월",NA
2018-10-12,NA,3220000,4051000,6538000,18252,18450,58010,83694,2018,41,"금",NA
2018-10-11,NA,3223000,4088000,6591000,18400,18552,58087,84994,2018,41,"목",NA
2018-10-10,NA,3240000,4100000,6690000,18678,18766,55808,85316,2018,41,"수",NA
2018-10-08,NA,3180000,4078000,6333000,17680,18152,55227,85400,2018,41,"월",NA
2018-10-05,NA,3174000,4115000,6646000,18555,18862,56138,84794,2018,40,"금",NA
2018-10-04,NA,3185000,4136000,6737000,18808,18597,56601,84800,2018,40,"목",NA
2018-10-02,NA,3199000,4085000,6646000,18553,18526,55624,82925,2018,40,"화",NA
2018-10-01,NA,3252000,4099000,6500000,18146,17853,59873,82925,2018,40,"월",NA
2018-09-28,NA,3181000,4047000,6349000,17726,18971,62013,82925,2018,39,"금",NA
2018-09-24,"추석",NA,NA,NA,NA,NA,NA,NA,2018,39,"월",NA
2018-09-21,NA,3206000,4103000,5934000,16567,18325,62013,81139,2018,38,"금",NA
2018-09-20,NA,3206000,4103000,6188000,17276,18381,60806,80019,2018,38,"목",NA
2018-09-19,NA,3196000,4108000,6489000,18116,18560,60669,82894,2018,38,"수",NA
2018-09-18,NA,3202000,4163000,6560000,18314,18785,59256,83388,2018,38,"화",NA
2018-09-17,NA,3200000,4175000,6444000,17990,18759,58740,83347,2018,38,"월",NA
2018-09-14,NA,3189000,4174000,6588000,18393,19117,57491,82994,2018,37,"금",NA
2018-09-13,NA,3197000,4180000,6728000,18782,19188,56467,82994,2018,37,"목",NA
2018-09-12,NA,3201000,4199000,6751000,18846,19182,56556,80788,2018,37,"수",NA
2018-09-11,NA,3233000,4213000,6743000,18825,18949,55820,81280,2018,37,"화",NA
2018-09-10,NA,3228000,4208000,6323000,17651,18485,55483,81082,2018,37,"월",NA
2018-09-07,NA,3236000,4319000,6479000,18089,18665,56346,80090,2018,36,"금",NA
2018-09-06,NA,3145000,4173000,6559000,18312,18707,55556,80381,2018,36,"목",NA
2018-09-05,NA,3156000,4153000,6601000,18428,18734,55343,81742,2018,36,"수",NA
2018-09-04,NA,3168000,4152000,6564000,18326,18595,55451,81687,2018,36,"화",NA
2018-09-03,NA,3170000,4103000,6260000,17476,18691,55469,81558,2018,36,"월",NA
2018-08-31,NA,3147000,4085000,6223000,17374,18026,54948,80623,2018,35,"금",NA
2018-08-30,NA,3126000,4071000,6409000,17891,18262,52526,81059,2018,35,"목",NA
2018-08-29,NA,3122000,4066000,6517000,18195,18345,52675,81556,2018,35,"수",NA
2018-08-28,NA,3094000,4051000,6467000,18054,18322,55723,81597,2018,35,"화",NA
2018-08-27,NA,3105000,4060000,6358000,17750,18009,56987,81597,2018,35,"월",NA
2018-08-24,NA,3076000,4077000,6272000,17510,18088,53400,80691,2018,34,"금",NA
2018-08-23,NA,3072000,4059000,6442000,17983,18281,55323,79985,2018,34,"목",NA
2018-08-22,NA,3075000,4073000,6530000,18230,18362,56475,78847,2018,34,"수",NA
2018-08-21,NA,3084000,4053000,6576000,18359,18382,56758,79026,2018,34,"화",NA
2018-08-20,NA,3082000,4034000,5939000,16581,17865,54379,79340,2018,34,"월",NA
2018-08-17,NA,3054000,4034000,6329000,17669,18336,56209,78608,2018,33,"금",NA
2018-08-16,NA,3046000,4028000,6598000,18419,18407,56825,77997,2018,33,"목",NA
2018-08-14,NA,3020000,4003000,6522000,18208,18230,56990,78577,2018,33,"화",NA
2018-08-13,NA,3015000,3999000,6200000,17309,18095,57855,78577,2018,33,"월",NA
2018-08-10,NA,3025000,4002000,6448000,18001,18161,55131,78826,2018,32,"금",NA
2018-08-09,NA,3002000,3996000,6488000,18113,18148,57024,79485,2018,32,"목",NA
2018-08-08,NA,2994000,4008000,6498000,18141,18348,58116,78806,2018,32,"수",NA
2018-08-07,NA,2975000,4006000,6587000,18388,18343,59467,79156,2018,32,"화",NA
2018-08-06,NA,2990000,3984000,6102000,17034,17908,58632,79606,2018,32,"월",NA
2018-08-03,NA,2940000,3906000,6284000,17544,18601,53261,79353,2018,31,"금",NA
2018-08-02,NA,2970000,3890000,6660000,18593,18377,60718,79647,2018,31,"목",NA
2018-08-01,NA,2995000,3894000,6415000,17908,18083,58199,79400,2018,31,"수",NA
2018-07-31,NA,3009000,3913000,6307000,17608,17707,53585,78971,2018,31,"화",NA
2018-07-30,NA,2991000,3908000,4977000,13895,15797,54310,79848,2018,31,"월",NA
2018-07-27,NA,3020000,3907000,6175000,17240,17306,57366,78278,2018,30,"금",NA
2018-07-26,NA,3032000,3962000,6284000,17542,17589,55533,78364,2018,30,"목",NA
2018-07-25,NA,3056000,3954000,6202000,17315,17369,54341,80571,2018,30,"수",NA
2018-07-24,NA,3067000,3962000,6264000,17488,17545,54524,81029,2018,30,"화",NA
2018-07-23,NA,3063000,3971000,5589000,15603,17240,52560,81029,2018,30,"월",NA
2018-07-20,NA,3111000,4036000,6105000,17044,17493,54019,80686,2018,29,"금",NA
2018-07-19,NA,3102000,4039000,6187000,17272,17584,54150,80886,2018,29,"목",NA
2018-07-18,NA,3105000,4048000,6135000,17128,17473,54293,79000,2018,29,"수",NA
2018-07-17,NA,3099000,4040000,6259000,17474,17529,56205,79278,2018,29,"화",NA
2018-07-16,NA,3100000,4030000,5656000,15791,17544,54457,79000,2018,29,"월",NA
2018-07-13,NA,3104000,4047000,6104000,17041,17695,56212,79278,2018,28,"금",NA
2018-07-12,NA,3107000,4059000,6215000,17350,17515,57111,79861,2018,28,"목",NA
2018-07-11,NA,3132000,4088000,6289000,17557,17752,56005,83006,2018,28,"수",NA
2018-07-10,NA,3127000,4071000,6448000,18001,17911,56557,83006,2018,28,"화",NA
2018-07-09,NA,3111000,4049000,5911000,16503,17752,52288,82749,2018,28,"월",NA
2018-07-06,NA,3144000,4075000,6487000,18111,18130,56160,82950,2018,27,"금",NA
2018-07-05,NA,3163000,4094000,6399000,17864,18120,56526,83200,2018,27,"목",NA
2018-07-04,NA,3181000,4108000,6345000,17713,18063,57418,81008,2018,27,"수",NA
2018-07-03,NA,3196000,4095000,6396000,17857,17994,56211,80116,2018,27,"화",NA
2018-07-02,NA,3196000,4085000,5763000,16090,16810,56333,79522,2018,27,"월",NA
2018-06-29,NA,3222000,4061000,6082000,16980,17589,58747,78869,2018,26,"금",NA
2018-06-28,NA,3228000,4069000,6309000,17613,17786,57286,77386,2018,26,"목",NA
2018-06-27,NA,3219000,4076000,6371000,17787,17797,58097,77824,2018,26,"수",NA
2018-06-26,NA,3228000,4122000,6505000,18161,18093,58347,78386,2018,26,"화",NA
2018-06-25,NA,3240000,4134000,6347000,17718,18105,59936,78386,2018,26,"월",NA
2018-06-22,NA,3249000,4121000,6446000,17996,18350,58481,79771,2018,25,"금",NA
2018-06-21,NA,3251000,4120000,6511000,18178,18393,60058,80040,2018,25,"목",NA
2018-06-20,NA,3262000,4117000,6566000,18331,18373,60999,79356,2018,25,"수",NA
2018-06-19,NA,3249000,4113000,6635000,18522,18495,58342,79356,2018,25,"화",NA
2018-06-18,NA,3242000,4118000,6431000,17954,17843,56557,79356,2018,25,"월",NA
2018-06-15,NA,3258000,4146000,6563000,18323,18620,56468,78929,2018,24,"금",NA
2018-06-14,NA,3263000,4140000,6604000,18438,18544,57268,78929,2018,24,"목",NA
2018-06-13,NA,3255000,4139000,5509000,15379,16190,56295,81284,2018,24,"수",NA
2018-06-12,NA,3255000,4139000,6555000,18299,18369,56295,81284,2018,24,"화",NA
2018-06-11,NA,3263000,4168000,4911000,13709,15480,57617,81284,2018,24,"월",NA
2018-06-08,NA,3292000,4158000,6363000,17763,17963,57529,81184,2018,23,"금",NA
2018-06-07,NA,3304000,4160000,6548000,18281,18200,56852,81184,2018,23,"목",NA
2018-06-05,NA,3276000,4160000,6636000,18525,18463,56226,79770,2018,23,"화",NA
2018-06-04,NA,3249000,4144000,5939000,16579,17609,53297,80240,2018,23,"월",NA
2018-06-01,NA,3224000,4120000,6579000,18367,18568,57868,79558,2018,22,"금",NA
2018-05-31,NA,NA,NA,6613000,18462,18721,56852,78797,2018,22,"목",NA
2018-05-30,NA,3221000,4100000,6511000,18176,18519,55535,81074,2018,22,"수",NA
2018-05-29,NA,3221000,4100000,6597000,18417,18546,55072,81074,2018,22,"화",NA
2018-05-28,NA,3230000,4090000,6110000,17058,17884,53762,81074,2018,22,"월",NA
2018-05-25,NA,3227000,4121000,6411000,17897,18294,56327,81453,2018,21,"금",NA
2018-05-24,NA,3211000,4055000,6553000,18293,18512,56924,80982,2018,21,"목",NA
2018-05-23,NA,NA,NA,6573000,18349,18559,56627,79814,2018,21,"수",NA
2018-05-22,NA,NA,NA,6472000,18067,18501,55000,79666,2018,21,"화",NA
2018-05-21,NA,3246000,4041000,6102000,17035,18070,57878,79666,2018,21,"월",NA
2018-05-18,NA,3246000,4041000,6592000,18403,18684,55886,79758,2018,20,"금",NA
2018-05-17,NA,3242000,4027000,6614000,18465,18524,55707,79666,2018,20,"목",NA
2018-05-16,NA,3272000,4056000,6459000,18032,18307,55774,80144,2018,20,"수",NA
2018-05-15,NA,3253000,4039000,6497000,18137,18265,52884,79811,2018,20,"화",NA
2018-05-14,NA,3268000,4024000,5598000,15628,17456,54081,80144,2018,20,"월",NA
2018-05-11,NA,3266000,4061000,6271000,17507,17951,54089,80094,2018,19,"금",NA
2018-05-10,NA,3273000,4052000,6315000,17631,17929,54897,80250,2018,19,"목",NA
2018-05-09,NA,3250000,4033000,6284000,17542,17826,53047,79395,2018,19,"수",NA
2018-05-08,NA,3261000,4034000,4937000,13782,16549,53584,79395,2018,19,"화",NA
2018-05-04,NA,3255000,3966000,6084000,16986,17226,55173,78953,2018,18,"금",NA
2018-05-03,NA,3255000,3966000,6262000,17481,17620,53163,80275,2018,18,"목",NA
2018-05-02,NA,3257000,3956000,6344000,17712,17724,52755,79838,2018,18,"수",NA
2018-05-01,NA,3248000,3936000,6355000,17742,17822,52911,78997,2018,18,"화",NA
2018-04-30,NA,3248000,3936000,5821000,16251,17635,53510,78997,2018,18,"월",NA
2018-04-27,NA,3252000,3909000,6202000,17313,17910,53145,78397,2018,17,"금",NA
2018-04-26,NA,3263000,3905000,6352000,17732,17906,52751,79491,2018,17,"목",NA
2018-04-25,NA,3290000,3921000,6447000,17999,17987,51089,82758,2018,17,"수",NA
2018-04-24,NA,3260000,3797000,6379000,17808,18018,52748,82758,2018,17,"화",NA
2018-04-23,NA,NA,NA,5800000,16193,17571,55518,82894,2018,17,"월",NA
2018-04-20,NA,NA,NA,6148000,17163,18113,53859,82453,2018,16,"금",NA
2018-04-19,NA,NA,NA,6405000,17882,18056,56127,82453,2018,16,"목",NA
2018-04-18,NA,NA,NA,6501000,18150,18245,52264,82367,2018,16,"수",NA
2018-04-17,NA,NA,NA,6453000,18015,18206,52284,82009,2018,16,"화",NA
2018-04-16,NA,NA,NA,5825000,16262,17829,52975,82009,2018,16,"월",NA
2018-04-13,NA,NA,NA,6368000,17778,18365,52616,82009,2018,15,"금",NA
2018-04-12,NA,NA,NA,6564000,18324,18418,53112,81509,2018,15,"목",NA
2018-04-11,NA,NA,NA,6496000,18134,18312,54211,82426,2018,15,"수",NA
2018-04-10,NA,NA,NA,6525000,18216,18193,54657,83074,2018,15,"화",NA
2018-04-09,NA,NA,NA,6258000,17471,17738,52028,83074,2018,15,"월",NA
2018-04-06,NA,3127000,3769000,6231000,17396,18057,52497,82454,2018,14,"금",NA
2018-04-05,NA,3236000,3795000,6513000,18182,18128,52598,83062,2018,14,"목",NA
2018-04-04,NA,3226000,3774000,6425000,17936,17996,50681,79250,2018,14,"수",NA
2018-04-03,NA,3195000,3740000,6454000,18017,17933,51571,79167,2018,14,"화",NA
2018-04-02,NA,3195000,3740000,6407000,17887,17785,51484,79135,2018,14,"월",NA
2018-03-30,NA,3195000,3740000,6588000,18393,18045,51484,78566,2018,13,"금",NA
2018-03-29,NA,3195000,3740000,6625000,18494,18346,51536,78139,2018,13,"목",NA
2018-03-28,NA,3195000,3740000,6467000,18054,18291,49933,79232,2018,13,"수",NA
2018-03-27,NA,3195000,3740000,6335000,17687,17826,52250,79300,2018,13,"화",NA
2018-03-26,NA,3218000,3759000,6074000,16956,18136,53794,79300,2018,13,"월",NA
2018-03-23,NA,3090000,3762000,6128000,17108,17788,52619,78766,2018,12,"금",NA
2018-03-22,NA,3094000,3795000,6363000,17764,17970,50984,78744,2018,12,"목",NA
2018-03-21,NA,3115000,3803000,6256000,17464,17798,50164,81679,2018,12,"수",NA
2018-03-20,NA,3124000,3819000,6304000,17600,17721,52745,81832,2018,12,"화",NA
2018-03-19,NA,3135000,3833000,5784000,16148,17493,51223,81832,2018,12,"월",NA
2018-03-16,NA,3129000,3859000,6127000,17104,17612,50975,81022,2018,11,"금",NA
2018-03-15,NA,3130000,3858000,6281000,17535,17714,52318,81772,2018,11,"목",NA
2018-03-14,NA,3119000,3869000,6352000,17732,17913,51478,83865,2018,11,"수",NA
2018-03-13,NA,3112000,3871000,6368000,17777,17969,53297,83865,2018,11,"화",NA
2018-03-12,NA,3079000,3851000,6011000,16782,18421,48825,83865,2018,11,"월",NA
2018-03-09,NA,3087000,3737000,6290000,17559,18235,48825,83405,2018,10,"금",NA
2018-03-08,NA,3120000,3734000,6323000,17651,18168,50861,83405,2018,10,"목",NA
2018-03-07,NA,3110000,3727000,6334000,17682,18023,50156,81694,2018,10,"수",NA
2018-03-06,NA,3124000,3716000,6339000,17698,17899,51464,81694,2018,10,"화",NA
2018-03-05,NA,3097000,3683000,5812000,16225,16186,50670,81694,2018,10,"월",NA
2018-03-02,NA,3040000,3606000,6392000,17844,17401,52119,81973,2018,9,"금",NA
2018-02-28,NA,3045000,3619000,6351000,17730,18031,53275,81508,2018,9,"수",NA
2018-02-27,NA,3049000,3597000,6559000,18310,18360,52659,80891,2018,9,"화",NA
2018-02-26,NA,3031000,3592000,6401000,17869,18305,51083,80431,2018,9,"월",NA
2018-02-23,NA,2914000,3482000,6567000,18333,18341,50462,80488,2018,8,"금",NA
2018-02-22,NA,2918000,3506000,6638000,18531,18441,49925,80382,2018,8,"목",NA
2018-02-21,NA,3002000,3534000,6450000,18006,18242,49739,78681,2018,8,"수",NA
2018-02-20,NA,3017000,3505000,6325000,17659,17833,47373,79568,2018,8,"화",NA
2018-02-19,NA,3011000,3514000,6085000,16988,17440,48698,80008,2018,8,"월",NA
2018-02-16,"설날",NA,NA,NA,NA,NA,NA,NA,2018,7,"금",NA
2018-02-13,NA,2970000,3511000,6085000,16988,17440,53938,82387,2018,7,"화",NA
2018-02-12,NA,2969000,3499000,6233000,17401,17452,52599,82644,2018,7,"월",NA
2018-02-09,NA,2891000,3496000,6340000,17699,17873,52672,82065,2018,6,"금",NA
2018-02-08,NA,2878000,3503000,6482000,18097,18302,53614,81934,2018,6,"목",NA
2018-02-07,NA,2886000,3502000,6556000,18303,18411,53463,82197,2018,6,"수",NA
2018-02-06,NA,2901000,3490000,6441000,17982,18270,51526,82197,2018,6,"화",NA
2018-02-05,NA,2937000,3519000,6283000,17541,17908,49203,81833,2018,6,"월",NA
2018-02-02,NA,2966000,3501000,6111000,17059,17620,49072,81833,2018,5,"금",NA
2018-02-01,NA,2977000,3519000,6064000,16930,17499,48982,81833,2018,5,"목",NA
2018-01-31,NA,2966000,3509000,6034000,16844,17330,47756,82249,2018,5,"수",NA
2018-01-30,NA,2972000,3511000,5978000,16689,17268,47598,82249,2018,5,"화",NA
2018-01-29,NA,2970000,3503000,5696000,15901,17120,48849,82249,2018,5,"월",NA
2018-01-26,NA,2953000,3545000,5852000,16338,17096,48055,82545,2018,4,"금",NA
2018-01-25,NA,2962000,3532000,5989000,16721,17213,46690,82545,2018,4,"목",NA
2018-01-24,NA,2953000,3519000,6004000,16761,17246,47838,82249,2018,4,"수",NA
2018-01-23,NA,2984000,3534000,6032000,16840,17161,47573,82884,2018,4,"화",NA
2018-01-22,NA,2976000,3548000,5831000,16280,16817,47306,82711,2018,4,"월",NA
2018-01-19,NA,2958000,3585000,5911000,16502,17031,50161,81958,2018,3,"금",NA
2018-01-18,NA,2950000,3576000,6133000,17122,17385,48685,81958,2018,3,"목",NA
2018-01-17,NA,2957000,3576000,6263000,17486,17538,48816,81976,2018,3,"수",NA
2018-01-16,NA,2945000,3579000,6268000,17498,17466,47936,81713,2018,3,"화",NA
2018-01-15,NA,2948000,3558000,5916000,16515,16800,47771,81758,2018,3,"월",NA
2018-01-12,NA,2925000,3483000,6152000,17176,17608,51580,81566,2018,2,"금",NA
2018-01-11,NA,2915000,3477000,6412000,17901,18053,50167,81782,2018,2,"목",NA
2018-01-10,NA,2872000,3424000,6466000,18052,18281,51213,79505,2018,2,"수",NA
2018-01-09,NA,2914000,3466000,6517000,18194,18327,50058,79505,2018,2,"화",NA
2018-01-08,NA,2902000,3480000,6241000,17424,17775,52000,79505,2018,2,"월",NA
2018-01-05,NA,2840000,3394000,6451000,18010,18349,48555,80021,2018,1,"금",NA
2018-01-04,NA,2841000,3396000,6440000,17978,18168,50726,80021,2018,1,"목",NA
2018-01-03,NA,2839000,3491000,6394000,17849,17851,50723,80095,2018,1,"수",NA
2018-01-02,NA,2847000,3420000,5943000,16590,17446,49300,80530,2018,1,"화",NA
2017-12-29,NA,2813000,3338000,6276000,17520,17624,55413,80137,2017,52,"금",NA
2017-12-28,NA,2813000,3338000,6183000,17260,17467,54303,81479,2017,52,"목",NA
2017-12-27,NA,2814000,3326000,6196000,17297,17199,50305,82032,2017,52,"수",NA
2017-12-26,NA,2881000,3393000,5838000,16297,16174,49995,82032,2017,52,"화",NA
2017-12-22,NA,2894000,3475000,5951000,16615,16841,49159,81479,2017,51,"금",NA
2017-12-21,NA,2894000,3475000,5983000,16702,16971,50134,83368,2017,51,"목",NA
2017-12-20,NA,2895000,3478000,6074000,16958,17000,51363,83341,2017,51,"수",NA
2017-12-19,NA,2892000,3489000,6054000,16900,16883,49531,83335,2017,51,"화",NA
2017-12-18,NA,2905000,3520000,5741000,16026,16576,49089,83795,2017,51,"월",NA
2017-12-15,NA,2939000,3549000,5824000,16260,16551,50762,83335,2017,50,"금",NA
2017-12-14,NA,2942000,3572000,6021000,16810,16835,48948,83335,2017,50,"목",NA
2017-12-13,NA,2947000,3580000,6155000,17183,16972,52436,83274,2017,50,"수",NA
2017-12-12,NA,2931000,3576000,6238000,17415,17203,52042,83274,2017,50,"화",NA
2017-12-11,NA,2962000,3604000,5981000,16696,17015,52472,83274,2017,50,"월",NA
2017-12-08,NA,2955000,3591000,6129000,17111,17161,49496,82668,2017,49,"금",NA
2017-12-07,NA,2966000,3605000,6296000,17578,17420,51520,81884,2017,49,"목",NA
2017-12-06,NA,2960000,3567000,6409000,17891,17654,53229,82605,2017,49,"수",NA
2017-12-05,NA,3073000,3636000,6464000,18047,17806,53441,82763,2017,49,"화",NA
2017-12-04,NA,2952000,3517000,6274000,17515,18123,49850,82763,2017,49,"월",NA
2017-12-01,NA,2898000,3461000,6512000,18181,18216,52466,81963,2017,48,"금",NA
2017-11-30,NA,2895000,3469000,6430000,17950,18076,54075,81963,2017,48,"목",NA
2017-11-29,NA,2885000,3441000,6350000,17727,17724,50483,80416,2017,48,"수",NA
2017-11-28,NA,2862000,3416000,6272000,17509,17483,50042,80206,2017,48,"화",NA
2017-11-27,NA,2861000,3452000,5656000,15790,16745,47904,80589,2017,48,"월",NA
2017-11-24,NA,2865000,3487000,6099000,17027,17249,50605,81011,2017,47,"금",NA
2017-11-23,NA,2856000,3492000,6179000,17249,16993,51242,80517,2017,47,"목",NA
2017-11-22,NA,2860000,3502000,6160000,17196,16967,52107,82395,2017,47,"수",NA
2017-11-21,NA,2943000,3387000,6137000,17134,16941,51118,82395,2017,47,"화",NA
2017-11-20,NA,2937000,3491000,5855000,16346,16788,49118,82437,2017,47,"월",NA
2017-11-17,NA,2929000,3596000,5998000,16744,16850,49881,82911,2017,46,"금",NA
2017-11-16,NA,2974000,3655000,6079000,16971,16788,51281,82911,2017,46,"목",NA
2017-11-15,NA,2966000,3652000,6185000,17267,17030,51889,81700,2017,46,"수",NA
2017-11-14,NA,2959000,3645000,6296000,17578,17461,51250,81674,2017,46,"화",NA
2017-11-13,NA,2969000,3636000,6062000,16923,17220,51861,81489,2017,46,"월",NA
2017-11-10,NA,2988000,3694000,6105000,17043,17403,51030,81305,2017,45,"금",NA
2017-11-09,NA,3019000,3613000,6241000,17424,17427,52967,81674,2017,45,"목",NA
2017-11-08,NA,2961000,3587000,6317000,17636,17556,53161,83918,2017,45,"수",NA
